Sex,Gender,Age,Ethnicity,Age Group,Region,RegionName,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
2,Female,70,4,9,11,Scot,1570,5475,4834,5446,2566,157,2532,858,3283,401,557,7926,415,1110,421,820,947,2766,9432,2171,727,929
2,Female,71,4,9,11,Scot,3421,2714,2369,3112,5858,977,8404,1908,2712,1018,3666,291,4963,910,257,5162,2666,1010,5319,809,1213,1158
2,Female,72,4,9,11,Scot,1671,967,3684,1110,666,528,6871,4411,7567,9835,2384,3035,1384,8019,2420,4091,5381,798,4562,1086,2757,818
2,Female,73,4,9,11,Scot,1928,7185,3229,6296,143,351,6539,4249,723,6302,1082,2079,1288,2845,1765,1651,1800,284,1352,4599,5032,3463
2,Female,74,4,9,11,Scot,4598,6725,1734,1938,452,245,3556,9014,3922,1349,8370,742,274,1050,2654,4018,2660,1762,634,3708,2943,6378
2,Female,75,4,9,11,Scot,381,4210,9048,210,1899,2867,3552,6367,4777,423,4530,1949,554,576,885,933,713,484,945,304,1413,803
2,Female,76,4,9,11,Scot,3243,3968,3988,5006,205,6261,5729,1489,2905,3699,5958,179,1138,4612,1368,2328,6656,965,8426,8161,1427,1484
2,Female,77,4,9,11,Scot,6430,3059,4727,575,4683,887,1090,1145,4816,248,2280,7451,3211,919,5506,9502,3781,8492,2014,976,1139,1006
2,Female,78,4,9,11,Scot,443,4776,1838,2681,1092,2947,4697,4472,2018,475,1957,6683,5936,2825,7448,843,1240,9108,2659,7691,2144,6288
2,Female,79,4,9,11,Scot,997,337,335,758,842,3049,3562,1256,548,376,2022,2059,3891,2913,6975,5243,7230,3767,1850,4562,1962,8449
2,Female,80,4,9,11,Scot,3340,3326,597,2134,7874,492,328,3090,370,3870,6412,102,8458,940,3217,413,4346,597,7743,1727,3077,1036
2,Female,81,4,9,11,Scot,7716,3012,2694,664,133,79,6095,408,4251,1989,3948,231,1372,344,3702,4782,130,1077,849,4045,1821,5061
2,Female,82,4,9,11,Scot,334,8723,429,4283,3987,9480,2493,555,5037,4166,8534,3907,6409,1308,2452,2279,2845,4363,435,3994,4788,3681
2,Female,83,4,9,11,Scot,1090,709,1511,391,3259,5166,3675,1404,206,698,7227,1728,4981,3502,683,2808,971,393,378,5111,3588,6870
2,Female,84,4,9,11,Scot,4427,581,809,827,2793,4796,3185,4248,675,2005,3161,3363,6923,390,4943,1121,1461,295,1369,5658,4858,1189
2,Female,85,4,9,11,Scot,3403,6889,6658,868,1056,714,1086,2431,4174,7289,558,5082,394,7178,5590,1538,2352,2702,2261,300,6189,2294
2,Female,86,4,9,11,Scot,4558,4614,1984,7390,907,8754,839,1977,104,623,2286,2521,1327,2975,541,3264,4058,1945,2170,4452,6847,9784
2,Female,87,4,9,11,Scot,7312,1069,927,2148,6411,53,1469,3961,196,931,7554,1752,5649,317,5370,8173,7754,1137,4304,3996,2735,2465
2,Female,88,4,9,11,Scot,1067,6899,756,1064,3571,4773,1470,2884,5412,6718,3300,804,3989,3049,483,456,2998,1149,2601,314,1772,3410
2,Female,89,4,9,11,Scot,1449,2429,130,669,2030,2166,1696,304,3069,7714,9060,2212,4344,431,4866,5397,4046,2559,1217,716,1884,7388
2,Female,90+,4,9,11,Scot,1330,7929,4860,5599,3537,402,4158,552,3599,7400,7889,2906,2829,4034,877,1759,284,5735,1387,4883,1015,4862
2,Female,0,4,1,12,NI,4167,3744,581,5777,2070,2951,1452,646,3283,2357,3745,1612,7420,3705,3986,4427,1859,2192,1909,3516,5515,648
2,Female,1,4,1,12,NI,8575,2452,1130,4058,756,1829,3264,855,401,794,1191,502,3695,2164,737,1283,1742,1816,2799,1485,4217,2704
2,Female,2,4,1,12,NI,636,3512,3077,2710,560,8440,1416,7133,3520,792,5213,1652,984,957,5708,1617,1618,7221,2387,2763,5103,1523
2,Female,3,4,1,12,NI,740,3781,5008,470,595,2047,1105,8156,482,134,1909,2219,7065,4052,1326,139,1036,7819,209,3686,4327,408
2,Female,4,4,1,12,NI,1161,7945,2103,10144,5583,2836,5495,1008,929,1598,2021,3928,1338,2749,1954,3184,2160,1100,1805,4932,746,2262
2,Female,5,4,1,12,NI,2861,3126,1129,426,232,5767,805,1061,1001,1029,1647,3080,1538,3421,3085,3289,3476,3816,2650,307,414,3671
2,Female,6,4,1,12,NI,1368,3250,2058,1150,5414,1979,8198,5105,962,1150,2337,1629,5324,135,982,1890,4453,5080,2527,5807,790,6079
2,Female,7,4,1,12,NI,9960,7159,842,8203,2452,4359,1015,2486,2959,3402,2824,3899,4940,3482,695,202,1086,789,6200,2884,1313,1899
2,Female,8,4,1,12,NI,7532,2610,5161,5154,2733,184,237,2026,853,2661,2376,429,1585,3880,150,8639,1473,1075,5398,2345,1680,921
2,Female,9,4,1,12,NI,759,679,5057,3857,3314,2076,1811,828,5700,779,1887,756,1679,340,2326,4417,353,1005,3022,2182,8116,3529
2,Female,10,4,1,12,NI,310,2080,5697,179,367,3812,2180,4540,872,5127,2047,4870,424,1235,1190,4209,1489,7320,1678,1135,2863,2340
2,Female,11,4,1,12,NI,1897,4415,7550,1487,1832,6784,2036,3365,3454,301,6317,1978,987,2044,228,3940,1561,526,391,3913,5882,3319
2,Female,12,4,1,12,NI,2797,1204,1392,1479,4158,4555,407,1279,1077,4081,5838,5324,4735,727,5453,3735,6483,1910,1111,883,3650,2373
2,Female,13,4,1,12,NI,2332,2779,4134,3330,2571,225,295,7999,2653,832,455,9252,6608,2897,6472,2897,1413,294,4656,2775,4103,234
2,Female,14,4,1,12,NI,1760,2566,522,1836,5911,264,1470,9213,2107,2763,1666,3470,4386,3007,715,1992,7161,607,796,1318,6764,2672
2,Female,15,4,1,12,NI,369,3479,1636,605,5591,2960,3313,560,5826,1070,3085,2164,474,622,218,5804,1601,1395,6593,2674,4649,1612
2,Female,16,4,2,12,NI,849,1094,906,6081,1023,2302,3889,1851,7960,824,4190,6638,1999,888,334,1857,237,2053,2066,4694,3542,1329
2,Female,17,4,2,12,NI,1465,2078,1037,1146,1692,559,7422,6384,3349,1110,831,932,716,2717,5837,2663,2842,1328,441,5061,2854,251
2,Female,18,4,3,12,NI,3235,5121,2482,190,4245,924,5593,818,2975,3949,9022,1703,3920,2804,3999,4817,4128,714,1952,1797,4231,5250
2,Female,19,4,3,12,NI,738,2666,684,1783,5861,6887,3582,7517,1068,390,4631,7102,2185,2949,982,5538,180,2846,2957,2944,999,1084
2,Female,20,4,4,12,NI,4945,1004,2781,5395,368,6472,4592,451,2031,10139,7109,4353,2853,1162,2606,6995,875,5879,2174,4624,866,4715
2,Female,21,4,4,12,NI,1697,193,618,5894,2084,929,6028,2218,4124,3977,9387,9736,295,4939,5443,2037,682,2079,4545,2868,5001,280
2,Female,22,4,4,12,NI,4747,2289,1032,696,6232,2349,1100,2396,355,4232,6449,644,1195,1524,9289,6082,2860,1112,3768,9183,2870,2114
2,Female,23,4,4,12,NI,2487,922,7964,2830,9064,6070,1223,137,351,418,2975,2297,1083,851,2458,6899,212,3354,4928,1344,5706,876
2,Female,24,4,4,12,NI,524,332,6363,3284,211,1150,6802,533,2761,5272,652,452,7201,986,1907,5945,966,826,1457,3643,1417,5673
2,Female,25,4,5,12,NI,1084,3581,5131,3686,3237,6276,723,2331,3672,410,164,4925,438,7111,1928,3451,1342,5169,1000,903,1386,5490
2,Female,26,4,5,12,NI,6893,1864,4041,6272,3878,1098,1397,4249,1170,5043,369,4832,428,3374,1056,1183,452,318,4185,1378,4036,6983
2,Female,27,4,5,12,NI,3275,5321,3912,1555,1703,4678,2525,997,5581,2353,1885,1123,2201,2414,5264,1072,489,4059,1846,6639,4668,1852
2,Female,28,4,5,12,NI,1776,3355,6540,1007,1239,1802,554,1925,5989,1060,225,4093,199,1593,325,943,1111,402,347,3935,825,2142
2,Female,29,4,5,12,NI,7998,2144,3368,896,2715,1029,331,5564,1991,732,2160,1175,199,3812,1654,5831,5756,1338,189,3549,4181,510
2,Female,30,4,5,12,NI,396,996,4954,396,1827,506,1112,788,7329,803,5908,2407,1273,6430,1714,3849,1073,3453,371,5560,1072,2819
2,Female,31,4,5,12,NI,863,7476,438,2144,1735,600,2253,5104,1842,6133,7679,1646,3325,1535,1894,2153,6239,3951,2787,942,3883,3888
2,Female,32,4,5,12,NI,275,2307,3128,1159,6533,934,1759,155,880,2819,1881,800,5125,2850,1601,4459,1030,2201,5843,2045,251,1701
2,Female,33,4,5,12,NI,2468,243,2854,3996,1874,578,436,1994,4871,2986,569,931,4288,1081,740,2690,776,2539,1479,7700,2639,5030
2,Female,34,4,5,12,NI,3171,4181,5981,4256,1838,2777,392,286,2038,1530,726,3279,597,3047,770,6499,1159,183,4995,264,5990,1543
2,Female,35,4,6,12,NI,2433,2731,222,3553,3580,3457,597,5274,1190,7429,1694,1591,2781,2214,2831,3654,3212,2753,221,1020,6330,7867
2,Female,36,4,6,12,NI,7935,5887,2826,7096,2117,662,1521,4226,756,3320,2092,1934,3665,9199,4227,7805,1954,592,7609,3865,6200,8509
2,Female,37,4,6,12,NI,735,3106,3045,4763,966,805,621,1421,1807,4176,1168,161,4921,259,1002,796,3722,124,6344,4950,2783,2395
2,Female,38,4,6,12,NI,2725,1065,2309,2633,403,1016,421,2449,4273,6993,682,260,2005,3388,2064,717,1410,684,6727,1860,1008,3094
2,Female,39,4,6,12,NI,4042,7068,5209,1483,720,4112,2826,236,5809,1505,2321,567,2336,3609,3584,439,141,2671,3746,5023,2116,8565
2,Female,40,4,6,12,NI,395,972,4652,6357,2755,3500,1879,2659,3422,1147,2105,1127,3498,8959,5384,402,2219,1154,1449,104,1595,1164
2,Female,41,4,6,12,NI,2360,3596,762,856,2479,3257,2042,1908,308,6570,917,2612,4331,256,1637,3186,2704,6518,1839,926,1902,3719
2,Female,42,4,6,12,NI,6953,2190,1340,733,1517,2779,4489,5006,3646,216,1640,3395,3110,4599,338,1935,240,712,4805,4659,7228,371
2,Female,43,4,6,12,NI,3404,2138,1085,7013,7165,1000,1399,3932,4671,1279,4669,1557,1717,399,3769,8210,739,1039,5712,3149,1130,2383
2,Female,44,4,6,12,NI,1421,626,5981,4377,4172,5699,5808,2342,2531,5755,5589,1895,5385,1167,1294,4793,1898,723,3625,1892,2681,2472
2,Female,45,4,7,12,NI,3058,1997,970,7200,1132,2568,637,441,1964,634,541,591,499,546,7067,7054,1384,5732,2489,2083,203,464
2,Female,46,4,7,12,NI,1868,5046,434,1177,1098,5703,3210,6613,482,6491,2042,4910,5491,1381,5258,1011,322,504,2490,526,10015,3444
2,Female,47,4,7,12,NI,1735,3039,2120,1154,2487,4469,7113,1583,1061,4205,1681,5444,1017,6352,8995,1163,1705,7484,335,3618,2577,7701
2,Female,48,4,7,12,NI,3879,4079,1342,1964,816,927,2172,598,1147,544,1517,4504,7050,938,6436,2459,3305,3209,2645,191,3846,337
2,Female,49,4,7,12,NI,3995,8073,8027,8267,1883,5002,7731,632,1405,3619,2323,2042,1089,458,1746,768,2084,3561,2797,190,4001,1059
2,Female,50,4,7,12,NI,7004,3313,842,2515,1058,202,1885,3226,386,712,1652,7939,1036,377,3907,738,2996,935,1977,933,4718,447
2,Female,51,4,7,12,NI,5285,1880,537,393,3075,675,3517,5893,8181,869,2075,6020,5396,622,1164,2797,1028,2845,2046,3588,272,2283
2,Female,52,4,7,12,NI,429,2105,2291,3138,1034,6259,1438,944,3300,6633,4886,4538,3805,2532,2020,7961,1369,3882,7184,2542,5807,1427
2,Female,53,4,7,12,NI,1092,3805,2633,1181,756,325,546,1534,2807,7426,427,2228,5195,620,5938,5896,4705,6910,1822,6422,364,155
2,Female,54,4,7,12,NI,5932,2067,2962,709,2723,480,4346,7730,4072,8387,1198,1430,3927,279,6240,5373,531,2815,664,1016,7792,2646
2,Female,55,4,8,12,NI,1210,1993,2129,1810,4368,4810,1622,7520,290,1765,3698,5918,469,1982,527,1083,6135,441,1736,2497,451,940
2,Female,56,4,8,12,NI,4968,922,3540,6574,3712,4585,2954,663,1852,4153,1748,7602,433,1105,778,3954,2625,3991,2439,398,4458,2669
2,Female,57,4,8,12,NI,2926,2319,839,2452,2066,328,818,3789,2710,3663,5883,424,4487,4706,3987,4020,6453,6125,2732,1521,7647,6168
2,Female,58,4,8,12,NI,1828,2283,1385,6591,6166,3477,1763,2710,2886,430,4678,268,1811,1499,570,6288,1919,1231,5516,2570,1262,1017
2,Female,59,4,8,12,NI,1664,2337,674,6059,7283,371,993,2140,3175,488,4646,6928,1230,6950,485,10193,3465,4194,2966,8014,2970,1466
2,Female,60,4,8,12,NI,2381,648,389,4657,1663,1267,8557,6760,939,1891,4819,3047,847,2750,1690,1572,2434,914,989,1015,2141,293
2,Female,61,4,8,12,NI,5438,4053,6559,2559,5066,3225,412,4332,1977,606,1640,3249,1825,1972,2074,2658,1128,308,5923,2803,5623,1221
2,Female,62,4,8,12,NI,422,4216,3120,378,4574,777,1318,5132,2535,2517,517,243,4769,5045,2688,2213,2864,956,2206,3726,728,4145
2,Female,63,4,8,12,NI,2184,2515,1699,1962,1683,6925,1768,6240,3719,1642,6614,4932,1572,6267,6610,2470,5049,1265,2275,241,5351,2908
2,Female,64,4,8,12,NI,305,3870,4171,5727,1207,3078,2929,9027,1350,712,4233,1572,3143,730,1445,463,1869,3182,3714,320,4148,398
2,Female,65,4,8,12,NI,6517,3637,1531,2083,941,2893,1216,3273,1374,3079,4986,5219,2591,1910,778,1482,4812,1473,2185,2285,7235,4112
2,Female,66,4,8,12,NI,3241,3397,8797,968,402,5741,92,2052,3908,695,806,762,3278,5893,3045,2649,4948,2657,4981,426,3064,4210
2,Female,67,4,9,12,NI,2501,2036,1032,955,4758,838,10077,3327,1118,4203,1339,905,5153,477,6232,7663,2697,280,4359,1114,484,7463
2,Female,68,4,9,12,NI,1050,6734,6076,428,1402,3558,773,3028,1027,600,595,5104,1225,5240,316,7320,2104,819,843,768,4924,5473
2,Female,69,4,9,12,NI,83,690,944,8928,1386,127,2013,1572,2235,1392,1066,262,4894,174,887,1959,403,554,2578,792,1041,736
2,Female,70,4,9,12,NI,3910,3955,512,4036,975,4259,1525,5594,8672,1433,953,6238,177,388,761,2382,1531,1102,3036,1592,873,497
2,Female,71,4,9,12,NI,5408,1933,1906,532,4906,2117,5325,5073,5427,540,5177,126,1813,568,212,6732,4523,3249,493,5131,514,1735
2,Female,72,4,9,12,NI,1743,6874,6047,722,447,873,2500,3088,3514,7311,2114,4158,3749,1843,4345,711,3331,1540,484,260,4112,2844
2,Female,73,4,9,12,NI,1000,165,1082,8007,1529,8743,1041,1025,594,1532,3017,4827,1745,5949,1790,6231,5579,2666,740,2371,999,5340
2,Female,74,4,9,12,NI,1687,3476,3594,2613,3553,3409,9432,8302,909,2814,1939,6168,2948,2035,2660,2962,8747,422,2711,1778,2805,1329
2,Female,75,4,9,12,NI,8133,4429,2242,2589,210,7992,118,608,1152,4794,1977,818,825,852,2813,6422,1569,2775,2121,799,2860,562
2,Female,76,4,9,12,NI,4579,1373,2838,4880,536,1218,183,827,2361,2696,3312,5909,870,264,1681,3847,5756,1601,1046,2041,7180,1094
2,Female,77,4,9,12,NI,613,992,1398,56,1415,621,7267,3031,3359,626,5903,384,2443,828,1710,1031,3066,1026,1247,4902,138,218
2,Female,78,4,9,12,NI,6059,5277,5261,4022,1520,1885,4561,519,1414,2515,2869,2379,965,7590,1543,623,9008,532,1379,172,4159,4848
2,Female,79,4,9,12,NI,1445,2801,7844,7553,6621,1870,2478,3760,1309,5189,1955,3429,733,3107,2647,3034,509,2818,1555,2093,4050,3885
2,Female,80,4,9,12,NI,5969,1746,8551,3161,335,429,2217,3427,551,3844,932,519,574,957,1285,2927,896,1489,6582,2086,460,3684
2,Female,81,4,9,12,NI,2774,5630,1250,2061,1691,16,3856,1346,27,979,877,4149,567,2417,2450,619,7331,634,3358,4116,8636,7043
2,Female,82,4,9,12,NI,845,1029,1777,445,2185,460,1033,7185,849,2518,3951,286,6812,7258,2041,5071,1230,1676,2312,1765,102,2884
2,Female,83,4,9,12,NI,1137,641,6975,2163,529,6534,3132,101,1403,791,1397,2741,2536,5659,835,5218,1078,997,6127,2602,1040,827
2,Female,84,4,9,12,NI,1748,2633,2675,1964,3081,6568,1769,5409,499,7931,5406,7744,7444,4069,2167,817,5563,7335,3596,489,8704,577
2,Female,85,4,9,12,NI,4261,6887,2288,7288,1025,96,3992,5990,7753,3330,1605,763,1845,2102,1172,1042,2677,5152,4030,2047,970,743
2,Female,86,4,9,12,NI,601,7426,5767,2240,1078,1204,2437,993,1127,5559,2916,3604,7531,667,4685,4628,4073,4130,715,2775,4756,3013
2,Female,87,4,9,12,NI,62,916,494,3961,252,1387,758,85,520,1592,2515,3928,1368,2432,3508,31,167,3484,2807,1455,3264,6459
2,Female,88,4,9,12,NI,4965,743,6869,2157,1488,541,1886,7702,3688,4590,718,6577,2869,638,6855,1714,385,2208,6777,229,5159,2787
2,Female,89,4,9,12,NI,206,1951,5689,665,209,755,7085,3605,3659,1156,2945,3605,2580,2929,2560,5873,5246,528,3075,2431,2436,4353
2,Female,90+,4,9,12,NI,8577,778,2594,1011,6984,3206,3449,1698,6931,606,5626,182,101,1084,1549,6636,1750,3166,985,448,804,3607
2,Female,0,5,1,1,NE,655,2783,8733,5257,6566,7301,2129,3353,1403,8279,8011,4079,3729,531,3051,490,7606,5780,2833,2350,907,1637
2,Female,1,5,1,1,NE,599,2669,2144,3393,6502,1788,250,3122,1705,486,1991,2288,8967,3293,612,198,355,3005,1663,5144,452,6849
2,Female,2,5,1,1,NE,1620,327,4639,5000,505,498,6092,1448,1090,1659,3890,2679,442,1306,1830,6627,3654,6478,558,4395,1346,3250
2,Female,3,5,1,1,NE,5067,2043,7539,360,3496,5623,2152,4003,646,9166,870,1914,2215,2511,2814,9316,3751,4010,1949,9295,3827,5580
2,Female,4,5,1,1,NE,6103,1285,1147,3217,2666,522,5001,254,2402,1026,4248,745,3806,656,2271,3946,3874,579,4933,676,3701,371
2,Female,5,5,1,1,NE,1467,4989,3219,2671,9189,1279,3503,878,654,752,512,4006,8330,8956,507,1112,4668,3269,9424,1605,1609,1270
2,Female,6,5,1,1,NE,1831,1569,1073,2233,5844,550,6099,956,2219,1255,4209,980,492,2065,1569,404,1800,820,2800,2321,1260,6796
2,Female,7,5,1,1,NE,2712,5035,2178,7620,3938,2122,4509,3358,1431,1704,634,1918,4582,5582,7747,1170,2166,4531,3471,2041,1482,4615
2,Female,8,5,1,1,NE,6412,834,3128,433,9894,630,2489,1975,10120,1309,2812,1883,2199,1102,2307,2348,7867,6079,198,1719,326,707
2,Female,9,5,1,1,NE,2846,464,1055,437,1451,4780,3961,1986,794,8185,5240,8793,1955,4257,2849,6777,3552,1975,1572,1299,5200,2995
2,Female,10,5,1,1,NE,2836,10040,2492,936,863,2200,1416,3382,3061,2244,1817,1084,1095,3503,634,1045,1217,609,1471,1481,202,1246
2,Female,11,5,1,1,NE,4698,669,272,1292,7589,6934,527,2927,544,850,3430,2161,341,8000,534,968,1331,3535,6829,1438,5955,7425
2,Female,12,5,1,1,NE,4608,868,1732,668,2116,1134,2483,2920,2748,591,4333,3623,630,6768,7849,1663,6757,7424,1068,2664,915,1479
2,Female,13,5,1,1,NE,5092,1900,4200,587,7009,3951,2199,851,709,277,1362,2593,504,4748,882,2715,1374,2916,227,6696,9451,1042
2,Female,14,5,1,1,NE,2454,2897,4085,4725,1121,621,4375,9880,1200,2998,1442,6545,7409,593,3893,7619,5634,3747,4720,1361,7075,3022
2,Female,15,5,1,1,NE,409,5535,7942,653,616,1388,3167,946,3485,3641,1604,2585,8699,1578,1580,5158,3378,5611,1440,3678,424,921
2,Female,16,5,2,1,NE,2893,947,6263,2519,3732,577,2012,6066,4842,362,2467,8224,3682,5777,858,519,751,850,1973,2333,1765,1706
2,Female,17,5,2,1,NE,5379,496,253,291,5926,2600,4651,3894,494,3520,5346,1580,715,2278,3568,5233,2096,2595,4683,1543,7487,1809
2,Female,18,5,3,1,NE,2662,8411,849,9071,9153,2360,1146,1184,411,772,1814,1381,1106,1494,783,4142,787,5921,4049,601,10071,5821
2,Female,19,5,3,1,NE,1544,3581,6568,2008,5517,6759,7935,509,5533,4627,1793,698,5290,1229,2216,574,630,6998,847,1866,3819,3045
2,Female,20,5,4,1,NE,486,3776,448,1752,785,999,1370,3291,6055,8100,3081,3481,764,359,3530,5906,6322,2567,982,2900,4474,2166
2,Female,21,5,4,1,NE,1989,2099,3527,635,612,3086,6921,5881,587,345,821,4059,1650,1846,2358,10176,802,1407,6243,2067,1415,864
2,Female,22,5,4,1,NE,1876,5610,640,2693,2723,4963,4385,7535,9131,7745,3566,785,675,1921,1435,2105,2126,4334,5686,2174,3480,989
2,Female,23,5,4,1,NE,5421,3638,1455,8588,4313,531,1450,3713,2559,825,3811,474,4191,4966,3729,484,870,4015,744,4946,3636,1568
2,Female,24,5,4,1,NE,3806,1974,1682,2939,1964,8048,5990,2239,3526,459,7805,1132,1136,4996,1155,1556,3176,2712,3144,1158,1208,1450
2,Female,25,5,5,1,NE,4259,9796,4115,3816,2804,7059,1175,518,5661,3281,271,4762,5193,5136,2616,2496,858,707,1680,3098,966,1211
2,Female,26,5,5,1,NE,4169,3587,1853,1467,2255,391,1468,4781,2015,571,3349,632,5353,2388,4728,1133,5506,339,558,6147,7309,932
2,Female,27,5,5,1,NE,3748,1941,497,2397,4220,1353,4687,6043,7620,4179,737,3643,5799,360,4981,4883,4906,2027,4356,1562,2546,2330
2,Female,28,5,5,1,NE,6798,879,759,967,3955,6545,3436,831,2572,5251,2607,2445,1793,1646,344,2984,7539,2160,4331,581,7742,1433
2,Female,29,5,5,1,NE,946,3774,2474,1934,1299,831,3253,3998,1919,1798,204,2236,641,2781,319,7245,1397,1328,3414,1530,7384,5762
2,Female,30,5,5,1,NE,4023,324,463,207,1959,264,2895,6315,416,1882,4691,784,2536,1851,2030,3689,2148,10257,9168,2032,1305,4890
2,Female,31,5,5,1,NE,2125,217,4516,7277,456,1486,4375,1934,3517,368,3933,914,2137,6241,2032,2099,1020,3501,1357,6930,535,2569
2,Female,32,5,5,1,NE,5478,2485,2459,249,1212,6489,531,1791,976,1596,1920,1289,5938,7662,4803,2888,1266,551,3257,2706,5761,1084
2,Female,33,5,5,1,NE,5269,4298,206,7940,741,5497,726,1889,1855,8701,232,290,2417,6153,624,3108,4588,955,6048,1482,3754,527
2,Female,34,5,5,1,NE,2727,8811,1004,5858,360,2431,268,2145,1513,5750,973,7084,424,864,1008,357,849,229,1447,3070,1834,370
2,Female,35,5,6,1,NE,359,1223,1519,565,360,1016,9531,1000,5259,2731,4890,5317,3262,5755,413,984,306,1518,689,1817,757,3950
2,Female,36,5,6,1,NE,954,3534,1187,6745,3575,5077,6020,163,2228,1433,2334,6030,4737,1804,6263,729,267,4908,4654,2005,2160,3593
2,Female,37,5,6,1,NE,2684,869,3027,4720,605,4079,725,2406,2501,1578,3014,8026,233,1709,4017,1612,3925,7261,525,4480,1313,358
2,Female,38,5,6,1,NE,856,2144,1022,2695,1792,2113,1790,2992,3904,1860,5721,481,2318,6520,5829,9127,434,750,7954,1427,3538,6628
2,Female,39,5,6,1,NE,336,2364,3212,984,3212,2091,271,2675,3716,1156,1020,276,1805,1736,910,5127,6787,1886,718,7189,1747,8143
2,Female,40,5,6,1,NE,356,5191,749,1069,974,9156,1508,3164,4691,2619,2062,925,2326,7633,2117,3708,464,3962,2819,1138,3242,2710
2,Female,41,5,6,1,NE,659,1175,2186,676,5974,399,1738,4400,3358,4647,1463,381,779,137,5967,3032,1984,4598,860,1230,2927,1268
2,Female,42,5,6,1,NE,2062,1557,688,678,2999,9816,2102,2167,1120,6386,8099,6393,249,689,2891,1042,8212,1803,5013,4406,744,4215
2,Female,43,5,6,1,NE,843,1534,738,2113,1071,4454,5654,1836,662,609,1326,2668,1047,497,1490,5819,7222,8339,4735,3774,384,8826
2,Female,44,5,6,1,NE,614,1357,1268,2811,652,1817,2107,975,1208,3888,6925,4392,2001,1327,817,2422,1394,1298,2040,3859,3608,1115
2,Female,45,5,7,1,NE,7023,3939,1763,7124,2898,1372,2735,3218,1483,6118,2127,899,556,3885,6117,496,5882,1888,7138,1289,496,4398
2,Female,46,5,7,1,NE,3611,997,1098,4565,1807,3074,949,8608,6247,1102,2815,2413,784,503,1188,3264,1162,2236,5618,995,2978,733
2,Female,47,5,7,1,NE,2603,102,3721,3490,420,3356,2029,2123,3913,6424,5655,1657,4878,2171,7842,3675,4935,8329,1236,7338,832,6933
2,Female,48,5,7,1,NE,479,851,405,445,6575,6552,5788,333,6390,2748,1559,1531,555,2976,184,2538,4620,240,3421,4424,1572,5330
2,Female,49,5,7,1,NE,3836,2279,953,1799,6663,3235,2118,1956,2803,2288,2388,4332,384,7781,5944,2673,260,6366,4133,2839,1193,2762
2,Female,50,5,7,1,NE,519,6228,799,421,559,1350,3704,7161,3087,3832,6282,2840,1604,5816,2995,2813,8011,4691,172,2872,1726,2259
2,Female,51,5,7,1,NE,3293,5908,1054,336,5375,2275,3777,1681,679,4579,4575,903,3171,2284,929,4298,2549,741,2790,1090,6199,3406
2,Female,52,5,7,1,NE,3540,1817,2815,2828,5497,208,1881,1092,704,871,5566,3032,5785,951,490,4967,7114,7036,469,691,5592,2928
2,Female,53,5,7,1,NE,5668,7370,1607,6488,8160,6343,1422,8100,274,8982,2153,7678,2294,432,9051,1943,5079,2959,1244,853,3111,4881
2,Female,54,5,7,1,NE,2074,550,1836,1233,336,1592,1629,3032,309,2270,5132,2036,5030,1637,449,3662,3798,5300,2711,8122,1376,1857
2,Female,55,5,8,1,NE,943,1624,5318,5205,873,3137,2702,2277,773,3215,1003,2847,8864,5367,1906,1706,954,648,714,3984,956,5492
2,Female,56,5,8,1,NE,1588,2183,1523,282,3591,274,1626,3455,2168,3684,4292,1854,3042,978,9990,442,3913,358,1102,1079,3056,438
2,Female,57,5,8,1,NE,398,5442,697,4958,1665,527,2411,1190,4325,119,6401,3196,7073,3623,1023,995,3407,683,1442,1607,2943,3714
2,Female,58,5,8,1,NE,7850,2992,1156,2363,1641,377,144,428,4228,3674,2019,4663,1829,583,4724,453,701,2807,9098,8981,504,10032
2,Female,59,5,8,1,NE,552,5607,2386,491,931,921,2287,3248,132,1107,3870,4253,5452,239,1699,1294,1810,2316,8945,1785,3316,2162
2,Female,60,5,8,1,NE,1010,1107,1410,6898,3677,116,3327,4780,473,6497,2964,799,3626,7476,478,2927,2120,3126,2673,2708,2425,4193
2,Female,61,5,8,1,NE,1717,7288,6367,928,4764,3760,7520,3289,760,262,3663,5326,141,2285,888,7606,405,3825,1999,7342,3150,3099
2,Female,62,5,8,1,NE,1006,8307,1128,1010,394,507,221,1247,1277,2894,2712,3449,5166,2729,721,5754,4140,1427,3873,557,6281,1312
2,Female,63,5,8,1,NE,4408,4093,3021,4737,549,3519,8976,2823,1555,4750,268,647,3893,295,2310,1549,6492,3490,668,5699,1248,8802
2,Female,64,5,8,1,NE,3964,1885,1722,2238,1567,1002,1889,736,1519,4966,2048,2916,1040,2841,1932,245,1118,8946,289,844,4361,604
2,Female,65,5,8,1,NE,542,5758,3991,2553,2615,373,968,3305,5060,5666,731,2673,3834,565,7262,1543,4569,392,5337,6588,3541,2023
2,Female,66,5,8,1,NE,7006,798,1951,2295,1236,272,598,2655,6472,852,270,1329,5591,1760,4915,1496,398,1161,6032,2725,6875,7159
2,Female,67,5,9,1,NE,916,1122,786,9355,4002,594,6675,3985,5923,4492,1135,2520,8153,363,613,1041,5259,740,254,132,2614,7859
2,Female,68,5,9,1,NE,1394,5410,9846,3849,1699,2729,6434,4359,763,316,1057,705,578,440,1419,4227,5361,4262,1827,1078,8850,7436
